Módulo: 32603
13536 → 0.433702
13537 → 0.729411
13538 → 0.999939
13539 → 0.989572
13540 → 0.227157
13541 → 0.616692
13542 → 0.837592
13543 → 0.390578
13544 → 0.398184
13545 → 0.691317
13546 → 0.523847
13547 → 0.054075
13548 → 0.192712
13549 → 0.761096
13550 → 0.386253
13551 → 0.662976
13552 → 0.705886
13553 → 0.000613
13554 → 0.104285
13555 → 0.728430
13556 → 0.833083
13557 → 0.624084
13558 → 0.094224
13559 → 0.018158
13560 → 0.086833
13561 → 0.761525
13562 → 0.459252
13563 → 0.072877
13564 → 0.389044
13565 → 0.137472
13566 → 0.370242
13567 → 0.941140
13568 → 0.993866
13569 → 0.957151
13570 → 0.715701
13571 → 0.669172
13572 → 0.759163
13573 → 0.057755
13574 → 0.818422
13575 → 0.131675
13576 → 0.384750
13577 → 0.407478
13578 → 0.271233
13579 → 0.109560
13580 → 0.625280
13581 → 0.297580
13582 → 0.588596
13583 → 0.061344
13584 → 0.428488
13585 → 0.842990
13586 → 0.308285
13587 → 0.408367
13588 → 0.422446
13589 → 0.815784
13590 → 0.683250
13591 → 0.152501
13592 → 0.925222
13593 → 0.287673
13594 → 0.904395
13595 → 0.747201
13596 → 0.024200
13597 → 0.114039
13598 → 0.386560
13599 → 0.715118
13600 → 0.570101
13601 → 0.917155
13602 → 0.916327
13603 → 0.775542
13604 → 0.842162
13605 → 0.167500
13606 → 0.474987
13607 → 0.747784
13608 → 0.123271
13609 → 0.956047
13610 → 0.527988
13611 → 0.757998
13612 → 0.859614
13613 → 0.134405
13614 → 0.848818
13615 → 0.298991
13616 → 0.828451
13617 → 0.836733
13618 → 0.244579
13619 → 0.578382
13620 → 0.325001
13621 → 0.250130
13622 → 0.522161
13623 → 0.767291
13624 → 0.439530
13625 → 0.720118
13626 → 0.420023
13627 → 0.403859
13628 → 0.655952
13629 → 0.511824
13630 → 0.010091
13631 → 0.715486
13632 → 0.632672
13633 → 0.554213
13634 → 0.216176
13635 → 0.749992
13636 → 0.498696
13637 → 0.778395
13638 → 0.327086
13639 → 0.604699
13640 → 0.798822
13641 → 0.799773
13642 → 0.961415
13643 → 0.440481
13644 → 0.881759
13645 → 0.899089
13646 → 0.845137
13647 → 0.673282
13648 → 0.457872
13649 → 0.838236
13650 → 0.500077
13651 → 0.013036
13652 → 0.216054
13653 → 0.729135
13654 → 0.953010
13655 → 0.011778
13656 → 0.002270
13657 → 0.385854
13658 → 0.595191
13659 → 0.182407
13660 → 0.009110
13661 → 0.548630
13662 → 0.267184
13663 → 0.421280
13664 → 0.617643
13665 → 0.999233
13666 → 0.869644
13667 → 0.839463
13668 → 0.708646
13669 → 0.469895
13670 → 0.882219
13671 → 0.977303
13672 → 0.141459
13673 → 0.048094
13674 → 0.175935
13675 → 0.908904
13676 → 0.513695
13677 → 0.328160
13678 → 0.787197
13679 → 0.823575
13680 → 0.007668
13681 → 0.303561
13682 → 0.605374
13683 → 0.913536
13684 → 0.301046
13685 → 0.177806
13686 → 0.226973
13687 → 0.585406
13688 → 0.519063
13689 → 0.240653
13690 → 0.910959
13691 → 0.863049
13692 → 0.718400
13693 → 0.128025
13694 → 0.764255
13695 → 0.923320
13696 → 0.964390
13697 → 0.946263
13698 → 0.864644
13699 → 0.989541
13700 → 0.221943
13701 → 0.730270
13702 → 0.145937
13703 → 0.809373
13704 → 0.593473
13705 → 0.890409
13706 → 0.369506
13707 → 0.815999
13708 → 0.719750
13709 → 0.357452
13710 → 0.766801
13711 → 0.356102
13712 → 0.537374
13713 → 0.353556
13714 → 0.104592
13715 → 0.780572
13716 → 0.697298
13717 → 0.540625
13718 → 0.906266
13719 → 0.065270
13720 → 0.095911
13721 → 0.304941
13722 → 0.840015
13723 → 0.802503
13724 → 0.425482
13725 → 0.331994
13726 → 0.438978
13727 → 0.626261
13728 → 0.464436
13729 → 0.954084
13730 → 0.194277
13731 → 0.027022
13732 → 0.593749
13733 → 0.937337
13734 → 0.347299
13735 → 0.040886
13736 → 0.950587
13737 → 0.599853
13738 → 0.974972
13739 → 0.745177
13740 → 0.680060
13741 → 0.610220
13742 → 0.737386
13743 → 0.355642
13744 → 0.459160
13745 → 0.057234
13746 → 0.729779
13747 → 0.062510
13748 → 0.626629
13749 → 0.527007
13750 → 0.591142
13751 → 0.494126
13752 → 0.001472
13753 → 0.250284
13754 → 0.548232
13755 → 0.199399
13756 → 0.897801
13757 → 0.626139
13758 → 0.443579
13759 → 0.408398
13760 → 0.427660
13761 → 0.702205
13762 → 0.374904
13763 → 0.733705
13764 → 0.729933
13765 → 0.088581
13766 → 0.058737
13767 → 0.985277
13768 → 0.497163
13769 → 0.517682
13770 → 0.006012
13771 → 0.021992
13772 → 0.738613
13773 → 0.564212
13774 → 0.916020
13775 → 0.723400
13776 → 0.977947
13777 → 0.250959
13778 → 0.662945
13779 → 0.700672
13780 → 0.114192
13781 → 0.412631
13782 → 0.147226
13783 → 0.028372
13784 → 0.823176
13785 → 0.939883
13786 → 0.780082
13787 → 0.613870
13788 → 0.357881
13789 → 0.839800
13790 → 0.766003
13791 → 0.220532
13792 → 0.490415
13793 → 0.370549
13794 → 0.993283
13795 → 0.858081
13796 → 0.873693
13797 → 0.527743
13798 → 0.716284
13799 → 0.768242
13800 → 0.601172
13801 → 0.199184
13802 → 0.861301
13803 → 0.421188
13804 → 0.602000
13805 → 0.339969
13806 → 0.794681
13807 → 0.095850
13808 → 0.294513
13809 → 0.067172
13810 → 0.419195
13811 → 0.263074
13812 → 0.722572
13813 → 0.837162
13814 → 0.317578
13815 → 0.988283
13816 → 0.008159
13817 → 0.386989
13818 → 0.788118
13819 → 0.980002
13820 → 0.600313
13821 → 0.053185
13822 → 0.041499
13823 → 0.054872
13824 → 0.328283
13825 → 0.808054
13826 → 0.369260
13827 → 0.774285
13828 → 0.628378
13829 → 0.824219
13830 → 0.117167
13831 → 0.918412
13832 → 0.130111
13833 → 0.118823
13834 → 0.199982
13835 → 0.996871
13836 → 0.468147
13837 → 0.585008
13838 → 0.451277
13839 → 0.717173
13840 → 0.919455
13841 → 0.307395
13842 → 0.257154
13843 → 0.716222
13844 → 0.757814
13845 → 0.828329
13846 → 0.815876
13847 → 0.698893
13848 → 0.811766
13849 → 0.000184
13850 → 0.031285
13851 → 0.318529
13852 → 0.149925
13853 → 0.487225
13854 → 0.828267
13855 → 0.805447
13856 → 0.926050
13857 → 0.428458
13858 → 0.837776
13859 → 0.421863
13860 → 0.716713
13861 → 0.841242
13862 → 0.011073
13863 → 0.882342
13864 → 0.998160
13865 → 0.687145
13866 → 0.814710
13867 → 0.500751
13868 → 0.127749
13869 → 0.717327
13870 → 0.945526
13871 → 0.739502
13872 → 0.715425
13873 → 0.622243
13874 → 0.781370
13875 → 0.832868
13876 → 0.587584
13877 → 0.889274
13878 → 0.176579
13879 → 0.018403
13880 → 0.128546
13881 → 0.852897
13882 → 0.992485
13883 → 0.722510
13884 → 0.826734
13885 → 0.544735
13886 → 0.604975
13887 → 0.845750
13888 → 0.777566
13889 → 0.186302
13890 → 0.671319
13891 → 0.124160
13892 → 0.107260
13893 → 0.234212
13894 → 0.815968
13895 → 0.714535
13896 → 0.471030
13897 → 0.075146
13898 → 0.774898
13899 → 0.732663
13900 → 0.552649
13901 → 0.950250
13902 → 0.542496
13903 → 0.224335
13904 → 0.136981
13905 → 0.286814
13906 → 0.758396
13907 → 0.927399
13908 → 0.657884
13909 → 0.840321
13910 → 0.854645
13911 → 0.289697
13912 → 0.248535
13913 → 0.251020
13914 → 0.673374
13915 → 0.473515
13916 → 0.497500
13917 → 0.575039
13918 → 0.756648
13919 → 0.630187
13920 → 0.131859
13921 → 0.416035
13922 → 0.726007
13923 → 0.421158
13924 → 0.596786
13925 → 0.453547
13926 → 0.103027
13927 → 0.514646
13928 → 0.489802
13929 → 0.266264
13930 → 0.264853
13931 → 0.024998
13932 → 0.249609
13933 → 0.433518
13934 → 0.698126
13935 → 0.681410
13936 → 0.839647
13937 → 0.739932
13938 → 0.788424
13939 → 0.032144
13940 → 0.464528
13941 → 0.969727
13942 → 0.853541
13943 → 0.101984
13944 → 0.337362
13945 → 0.351471
13946 → 0.750023
13947 → 0.503911
13948 → 0.664816
13949 → 0.018741
13950 → 0.185903
13951 → 0.603533
13952 → 0.600681
13953 → 0.115756
13954 → 0.678557
13955 → 0.354722
13956 → 0.302733
13957 → 0.464589
13958 → 0.980155
13959 → 0.626384
13960 → 0.485293
13961 → 0.499770
13962 → 0.960893
13963 → 0.351839
13964 → 0.812594
13965 → 0.140969
13966 → 0.964666
13967 → 0.993191
13968 → 0.842438
13969 → 0.214428
13970 → 0.452780
13971 → 0.972671
13972 → 0.354109
13973 → 0.198448
13974 → 0.736159
13975 → 0.147072
13976 → 0.002300
13977 → 0.391068
13978 → 0.481612
13979 → 0.874061
13980 → 0.590314
13981 → 0.353342
13982 → 0.068092
13983 → 0.575622
13984 → 0.855719
13985 → 0.472196
13986 → 0.273288
13987 → 0.458915
13988 → 0.015520
13989 → 0.638408
13990 → 0.529276
13991 → 0.976996
13992 → 0.089317
13993 → 0.183879
13994 → 0.259393
13995 → 0.096862
13996 → 0.466583
13997 → 0.319081
13998 → 0.243781
13999 → 0.442812
14000 → 0.278042
14001 → 0.267123
14002 → 0.410852
14003 → 0.844800
14004 → 0.615925
14005 → 0.707236
14006 → 0.230040
14007 → 0.106831
14008 → 0.161212
14009 → 0.406067
14010 → 0.031377
14011 → 0.334172
14012 → 0.809189
14013 → 0.562188
14014 → 0.571880
14015 → 0.219581
14016 → 0.328773
14017 → 0.891482
14018 → 0.552004
14019 → 0.840751
14020 → 0.927645
14021 → 0.699598
14022 → 0.931693
14023 → 0.387878
14024 → 0.939331
14025 → 0.686225
14026 → 0.658283
14027 → 0.908107
14028 → 0.378125
14029 → 0.281201
14030 → 0.804190
14031 → 0.712266
14032 → 0.085176
14033 → 0.479956
14034 → 0.592491
14035 → 0.723553
14036 → 0.004018
14037 → 0.683066
14038 → 0.121216
14039 → 0.606693
14040 → 0.137748
14041 → 0.417170
14042 → 0.918934
14043 → 0.218753
14044 → 0.187989
14045 → 0.958102
14046 → 0.877343
14047 → 0.148238
14048 → 0.200442
14049 → 0.075085
14050 → 0.764470
14051 → 0.959820
14052 → 0.169340
14053 → 0.787842
14054 → 0.933074
14055 → 0.622519
14056 → 0.828298
14057 → 0.810662
14058 → 0.812471
14059 → 0.120112
14060 → 0.418980
14061 → 0.226574
14062 → 0.517621
14063 → 0.995583
14064 → 0.249149
14065 → 0.355305
14066 → 0.401804
14067 → 0.306598
14068 → 0.121584
14069 → 0.669264
14070 → 0.774806
14071 → 0.717020
14072 → 0.893384
14073 → 0.875288
14074 → 0.798884
14075 → 0.810202
14076 → 0.734258
14077 → 0.823789
14078 → 0.044168
14079 → 0.508511
14080 → 0.446953
14081 → 0.981965
14082 → 0.934024
14083 → 0.784161
14084 → 0.307364
14085 → 0.251940
14086 → 0.829801
14087 → 0.066160
14088 → 0.247124
14089 → 0.011165
14090 → 0.897985
14091 → 0.657424
14092 → 0.762108
14093 → 0.558323
14094 → 0.914885
14095 → 0.530473
14096 → 0.180352
14097 → 0.659755
14098 → 0.158390
14099 → 0.926356
14100 → 0.480600
14101 → 0.701991
14102 → 0.338404
14103 → 0.528755
14104 → 0.888354
14105 → 0.020152
14106 → 0.425758
14107 → 0.378922
14108 → 0.416771
14109 → 0.851149
14110 → 0.695273
14111 → 0.196485
14112 → 0.402448
14113 → 0.416097
14114 → 0.736435
14115 → 0.194001
14116 → 0.980094
14117 → 0.615956
14118 → 0.712450
14119 → 0.116462
14120 → 0.798485
14121 → 0.742416
14122 → 0.210778
14123 → 0.832285
14124 → 0.488513
14125 → 0.047266
14126 → 0.035150
14127 → 0.975524
14128 → 0.839033
14129 → 0.635647
14130 → 0.059994
14131 → 0.199061
14132 → 0.840444
14133 → 0.875502
14134 → 0.835383
14135 → 0.015152
14136 → 0.575837
14137 → 0.892219
14138 → 0.677146
14139 → 0.114867
14140 → 0.527344
14141 → 0.648499
14142 → 0.244763
14143 → 0.609668
14144 → 0.643530
14145 → 0.400055
14146 → 0.009386
14147 → 0.595559
14148 → 0.244977
14149 → 0.646168
14150 → 0.848480
14151 → 0.241634
14152 → 0.077815
14153 → 0.228537
14154 → 0.851333
14155 → 0.726559
14156 → 0.515014
14157 → 0.552372
14158 → 0.903322
14159 → 0.564703
14160 → 0.999448
14161 → 0.906144
14162 → 0.044413
14163 → 0.550225
14164 → 0.538325
14165 → 0.515198
14166 → 0.583658
14167 → 0.221851
14168 → 0.714627
14169 → 0.486673
14170 → 0.734411
14171 → 0.849860
14172 → 0.476275
14173 → 0.966782
14174 → 0.352974
14175 → 0.005521
14176 → 0.938564
14177 → 0.555869
14178 → 0.497746
14179 → 0.616753
14180 → 0.848020
14181 → 0.163421
14182 → 0.781493
14183 → 0.853725
14184 → 0.133270
14185 → 0.655891
14186 → 0.501396
14187 → 0.237248
14188 → 0.332178
14189 → 0.470263
14190 → 0.944790
14191 → 0.614361
14192 → 0.441309
14193 → 0.022544
14194 → 0.832469
14195 → 0.519799
14196 → 0.365795
14197 → 0.185075
14198 → 0.462749
14199 → 0.667301
14200 → 0.441094
14201 → 0.986044
14202 → 0.627519
14203 → 0.678220
14204 → 0.297365
14205 → 0.552096
14206 → 0.856394
14207 → 0.586909
14208 → 0.774561
14209 → 0.675306
14210 → 0.802012
14211 → 0.342054
14212 → 0.149250
14213 → 0.372512
14214 → 0.326994
14215 → 0.589056
14216 → 0.139558
14217 → 0.724811
14218 → 0.217802
14219 → 0.026347
14220 → 0.479036
14221 → 0.436064
14222 → 0.130908
14223 → 0.254394
14224 → 0.246940
14225 → 0.979879
14226 → 0.579456
14227 → 0.507499
14228 → 0.274883
14229 → 0.730056
14230 → 0.109438
14231 → 0.604423
14232 → 0.751894
14233 → 0.821980
14234 → 0.736527
14235 → 0.209643
14236 → 0.639358
14237 → 0.690918
14238 → 0.456062
14239 → 0.530595
14240 → 0.201208
14241 → 0.205441
14242 → 0.925007
14243 → 0.251173
14244 → 0.699445
14245 → 0.905622
14246 → 0.955771
14247 → 0.481060
14248 → 0.780204
14249 → 0.634727
14250 → 0.903567
14251 → 0.606417
14252 → 0.090820
14253 → 0.439377
14254 → 0.694047
14255 → 0.987915
14256 → 0.945588
14257 → 0.749931
14258 → 0.488268
14259 → 0.005552
14260 → 0.943778
14261 → 0.442291
14262 → 0.189400
14263 → 0.197957
14264 → 0.652731
14265 → 0.964328
14266 → 0.935834
14267 → 0.091801
14268 → 0.606233
14269 → 0.059534
14270 → 0.120848
14271 → 0.544122
14272 → 0.500690
14273 → 0.117320
14274 → 0.944484
14275 → 0.562218
14276 → 0.577094
14277 → 0.106003
14278 → 0.020428
14279 → 0.472687
14280 → 0.356716
14281 → 0.641659
14282 → 0.081986
14283 → 0.937674
14284 → 0.404656
14285 → 0.791522
14286 → 0.558783
14287 → 0.993099
14288 → 0.826795
14289 → 0.555164
14290 → 0.377818
14291 → 0.229059
14292 → 0.939975
14293 → 0.795724
14294 → 0.273134
14295 → 0.432844
14296 → 0.583413
14297 → 0.180137
14298 → 0.623256
14299 → 0.953440
14300 → 0.084777
14301 → 0.412171
14302 → 0.069012
14303 → 0.732049
14304 → 0.448364
14305 → 0.221820
14306 → 0.709413
14307 → 0.600252
14308 → 0.042757
14309 → 0.268656
14310 → 0.671564
14311 → 0.165874
14312 → 0.198632
14313 → 0.767445
14314 → 0.465601
14315 → 0.152225
14316 → 0.878293
14317 → 0.309879
14318 → 0.679508
14319 → 0.516364
14320 → 0.781799
14321 → 0.905868
14322 → 0.997485
14323 → 0.572432
14324 → 0.313437
14325 → 0.284360
14326 → 0.341257
14327 → 0.013680
14328 → 0.325553
14329 → 0.343987
14330 → 0.477747
14331 → 0.217066
14332 → 0.901205
14333 → 0.204920
14334 → 0.836365
14335 → 0.182008
14336 → 0.941324
14337 → 0.025151
14338 → 0.275680
14339 → 0.865626
14340 → 0.156397
14341 → 0.587431
14342 → 0.863203
14343 → 0.744471
14344 → 0.560133
14345 → 0.222526
14346 → 0.829341
14347 → 0.987946
14348 → 0.950802
14349 → 0.636352
14350 → 0.179922
14351 → 0.586756
14352 → 0.748489
14353 → 0.243198
14354 → 0.343741
14355 → 0.436033
14356 → 0.125694
14357 → 0.367972
14358 → 0.555286
14359 → 0.398675
14360 → 0.774745
14361 → 0.706591
14362 → 0.120541
14363 → 0.491979
14364 → 0.636475
14365 → 0.200779
14366 → 0.132442
14367 → 0.515106
14368 → 0.568015
14369 → 0.562586
14370 → 0.639665
14371 → 0.743060
14372 → 0.320277
14373 → 0.447137
14374 → 0.013250
14375 → 0.252553
14376 → 0.934086
14377 → 0.794589
14378 → 0.080207
14379 → 0.635248
14380 → 0.992209
14381 → 0.675582
14382 → 0.848940
14383 → 0.319848
14384 → 0.374137
14385 → 0.603349
14386 → 0.569395
14387 → 0.797227
14388 → 0.528632
14389 → 0.867497
14390 → 0.474466
14391 → 0.659142
14392 → 0.054105
14393 → 0.197927
14394 → 0.647517
14395 → 0.077907
14396 → 0.244180
14397 → 0.510597
14398 → 0.801521
14399 → 0.258627
14400 → 0.966506
14401 → 0.306045
14402 → 0.027728
14403 → 0.713677
14404 → 0.325031
14405 → 0.255345
14406 → 0.408582
14407 → 0.458945
14408 → 0.020734
14409 → 0.524829
14410 → 0.220931
14411 → 0.558200
14412 → 0.894028
14413 → 0.984787
14414 → 0.413735
14415 → 0.334939
14416 → 0.939545
14417 → 0.722725
14418 → 0.863233
14419 → 0.749686
14420 → 0.446554
14421 → 0.914180
14422 → 0.410545
14423 → 0.792657
14424 → 0.751710
14425 → 0.790694
14426 → 0.417998
14427 → 0.059718
14428 → 0.152133
14429 → 0.862651
14430 → 0.650615
14431 → 0.604546
14432 → 0.772751
14433 → 0.367666
14434 → 0.503144
14435 → 0.534460
14436 → 0.858203
14437 → 0.894550
14438 → 0.073429
14439 → 0.482900
14440 → 0.093059
14441 → 0.820017
14442 → 0.402816
14443 → 0.478668
14444 → 0.373493
14445 → 0.493850
14446 → 0.954544
14447 → 0.272490
14448 → 0.323344
14449 → 0.968561
14450 → 0.655400
14451 → 0.417968
14452 → 0.054504
14453 → 0.265712
14454 → 0.170997
14455 → 0.069411
14456 → 0.799834
14457 → 0.971843
14458 → 0.213324
14459 → 0.265068
14460 → 0.061497
14461 → 0.454559
14462 → 0.275097
14463 → 0.766555
14464 → 0.314388
14465 → 0.446002
14466 → 0.820323
14467 → 0.454958
14468 → 0.342883
14469 → 0.290035
14470 → 0.305892
14471 → 0.001656
14472 → 0.281569
14473 → 0.866761
14474 → 0.349324
14475 → 0.385026
14476 → 0.454406
14477 → 0.249026
14478 → 0.334448
14479 → 0.856118
14480 → 0.539981
14481 → 0.796767
14482 → 0.450419
14483 → 0.571174
14484 → 0.099653
14485 → 0.941079
14486 → 0.983437
14487 → 0.184308
14488 → 0.332393
14489 → 0.506763
14490 → 0.149741
14491 → 0.455940
14492 → 0.509738
14493 → 0.655522
14494 → 0.438825
14495 → 0.600190
14496 → 0.032328
14497 → 0.495813
14498 → 0.288256
14499 → 0.003466
14500 → 0.589210
14501 → 0.165629
14502 → 0.156918
14503 → 0.676073
14504 → 0.932368
14505 → 0.502592
14506 → 0.440604
14507 → 0.902616
14508 → 0.444775
14509 → 0.611754
14510 → 0.998098
14511 → 0.676717
14512 → 0.041867
14513 → 0.117443
14514 → 0.965341
14515 → 0.107904
14516 → 0.343711
14517 → 0.430819
14518 → 0.239272
14519 → 0.676318
14520 → 0.974082
14521 → 0.593964
14522 → 0.973837
14523 → 0.552250
14524 → 0.882465
14525 → 0.019017
14526 → 0.232831
14527 → 0.581327
14528 → 0.825568
14529 → 0.346594
14530 → 0.920958
14531 → 0.562893
14532 → 0.691808
14533 → 0.607275
14534 → 0.236819
14535 → 0.259179
14536 → 0.060363
14537 → 0.261632
14538 → 0.477502
14539 → 0.175352
14540 → 0.809833
14541 → 0.671687
14542 → 0.186731
14543 → 0.744318
14544 → 0.534061
14545 → 0.790418
14546 → 0.371070
14547 → 0.081925
14548 → 0.927246
14549 → 0.631813
14550 → 0.408214
14551 → 0.396375
14552 → 0.383676
14553 → 0.224979
14554 → 0.246480
14555 → 0.901665
14556 → 0.283133
14557 → 0.132687
14558 → 0.556820
14559 → 0.659387
14560 → 0.095819
14561 → 0.289299
14562 → 0.180750
14563 → 0.727540
14564 → 0.681870
14565 → 0.917860
14566 → 0.036254
14567 → 0.163237
14568 → 0.750207
14569 → 0.535196
14570 → 0.983345
14571 → 0.168665
14572 → 0.673128
14573 → 0.431801
14574 → 0.406128
14575 → 0.041806
14576 → 0.107015
14577 → 0.192498
14578 → 0.724596
14579 → 0.181302
14580 → 0.821397
14581 → 0.637457
14582 → 0.367635
14583 → 0.497930
14584 → 0.648039
14585 → 0.166549
14586 → 0.313345
14587 → 0.268718
14588 → 0.681992
14589 → 0.938717
14590 → 0.581940
14591 → 0.929853
14592 → 0.075024
14593 → 0.754041
14594 → 0.186977
14595 → 0.786032
14596 → 0.625433
14597 → 0.323651
14598 → 0.020704
14599 → 0.519615
14600 → 0.334509
14601 → 0.866546
14602 → 0.312824
14603 → 0.180075
14604 → 0.612827
14605 → 0.180597
14606 → 0.701469
14607 → 0.249762
14608 → 0.459590
14609 → 0.130233
14610 → 0.139680
14611 → 0.745668
14612 → 0.763488
14613 → 0.792964
14614 → 0.803852
14615 → 0.654909
14616 → 0.334540
14617 → 0.871760
14618 → 0.199245
14619 → 0.871730
14620 → 0.194031
14621 → 0.985308
14622 → 0.502377
14623 → 0.404104
14624 → 0.697666
14625 → 0.603196
14626 → 0.543324
14627 → 0.365120
14628 → 0.070362
14629 → 0.961476
14630 → 0.450909
14631 → 0.654602
14632 → 0.282397
14633 → 0.007545
14634 → 0.282704
14635 → 0.059688
14636 → 0.146919
14637 → 0.976229
14638 → 0.958961
14639 → 0.023341
14640 → 0.968040
14641 → 0.566758
14642 → 0.348802
14643 → 0.296384
14644 → 0.385241
14645 → 0.490906
14646 → 0.453977
14647 → 0.176027
14648 → 0.924547
14649 → 0.172960
14650 → 0.403122
14651 → 0.530810
14652 → 0.237708
14653 → 0.410392
14654 → 0.766586
14655 → 0.319602
14656 → 0.332423
14657 → 0.511977
14658 → 0.036162
14659 → 0.147594
14660 → 0.090943
14661 → 0.460234
14662 → 0.239733
14663 → 0.754532
14664 → 0.270405
14665 → 0.968776
14666 → 0.691900
14667 → 0.622918
14668 → 0.896083
14669 → 0.334141
14670 → 0.803975
14671 → 0.675766
14672 → 0.880226
14673 → 0.638377
14674 → 0.524062
14675 → 0.090574
14676 → 0.397663
14677 → 0.602675
14678 → 0.454682
14679 → 0.295954
14680 → 0.312241
14681 → 0.081005
14682 → 0.770819
14683 → 0.039168
14684 → 0.658590
14685 → 0.960249
14686 → 0.242340
14687 → 0.197743
14688 → 0.616232
14689 → 0.759378
14690 → 0.094255
14691 → 0.023372
14692 → 0.973254
14693 → 0.453179
14694 → 0.040456
14695 → 0.877588
14696 → 0.189952
14697 → 0.291814
14698 → 0.608318
14699 → 0.414103
14700 → 0.397509
14701 → 0.576603
14702 → 0.022575
14703 → 0.837684
14704 → 0.406220
14705 → 0.057449
14706 → 0.766279
14707 → 0.267460
14708 → 0.468208
14709 → 0.595436
14710 → 0.224120
14711 → 0.100482
14712 → 0.081864
14713 → 0.916817
14714 → 0.858970
14715 → 0.024906
14716 → 0.233966
14717 → 0.774254
14718 → 0.623164
14719 → 0.937797
14720 → 0.425513
14721 → 0.337208
14722 → 0.325400
14723 → 0.317916
14724 → 0.045640
14725 → 0.758795
14726 → 0.995184
14727 → 0.181364
14728 → 0.831825
14729 → 0.410300
14730 → 0.750943
14731 → 0.660338
14732 → 0.257461
14733 → 0.768365
14734 → 0.622029
14735 → 0.744870
14736 → 0.627918
14737 → 0.746005
14738 → 0.820845
14739 → 0.543600
14740 → 0.412048
14741 → 0.048155
14742 → 0.186363
14743 → 0.681747
14744 → 0.897003
14745 → 0.490568
14746 → 0.396620
14747 → 0.425390
14748 → 0.316351
14749 → 0.779714
14750 → 0.551299
14751 → 0.720823
14752 → 0.539950
14753 → 0.791553
14754 → 0.563997
14755 → 0.879520
14756 → 0.518449
14757 → 0.136368
14758 → 0.182529
14759 → 0.029967
14760 → 0.094316
14761 → 0.033801
14762 → 0.746097
14763 → 0.836487
14764 → 0.202865
14765 → 0.487010
14766 → 0.791768
14767 → 0.600497
14768 → 0.084471
14769 → 0.360028
14770 → 0.204797
14771 → 0.815508
14772 → 0.636322
14773 → 0.174708
14774 → 0.700334
14775 → 0.056835
14776 → 0.661994
14777 → 0.539030
14778 → 0.635126
14779 → 0.971352
14780 → 0.129896
14781 → 0.082324
14782 → 0.995031
14783 → 0.155292
14784 → 0.399718
14785 → 0.952029
14786 → 0.844922
14787 → 0.636782
14788 → 0.252922
14789 → 0.996657
14790 → 0.431647
14791 → 0.380057
14792 → 0.609698
14793 → 0.648744
14794 → 0.286477
14795 → 0.701040
14796 → 0.176763
14797 → 0.049689
14798 → 0.447075
14799 → 0.002822
14800 → 0.479710
14801 → 0.550778
14802 → 0.632181
14803 → 0.470785
14804 → 0.033433
14805 → 0.683526
14806 → 0.199430
14807 → 0.903015
14808 → 0.512560
14809 → 0.135233
14810 → 0.989602
14811 → 0.232371
14812 → 0.503113
14813 → 0.529246
14814 → 0.971782
14815 → 0.202895
14816 → 0.492225
14817 → 0.678189
14818 → 0.292151
14819 → 0.665675
14820 → 0.164739
14821 → 0.005705
14822 → 0.969849
14823 → 0.874398
14824 → 0.647670
14825 → 0.103978
14826 → 0.676287
14827 → 0.968868
14828 → 0.707542
14829 → 0.282183
14830 → 0.971046
14831 → 0.077754
14832 → 0.218109
14833 → 0.078490
14834 → 0.343251
14835 → 0.352606
14836 → 0.942950
14837 → 0.301506
14838 → 0.256019
14839 → 0.523295
14840 → 0.960218
14841 → 0.237125
14842 → 0.311321
14843 → 0.924577
14844 → 0.178174
14845 → 0.289544
14846 → 0.222464
14847 → 0.818912
14848 → 0.215103
14849 → 0.567494
14850 → 0.473944
14851 → 0.570500
14852 → 0.984940
14853 → 0.439806
14854 → 0.767046
14855 → 0.397816
14856 → 0.628746
14857 → 0.886790
14858 → 0.754225
14859 → 0.218262
14860 → 0.104561
14861 → 0.775358
14862 → 0.810876
14863 → 0.848971
14864 → 0.325062
14865 → 0.260559
14866 → 0.295004
14867 → 0.150600
14868 → 0.601938
14869 → 0.329540
14870 → 0.021838
14871 → 0.712542
14872 → 0.132104
14873 → 0.457749
14874 → 0.817379
14875 → 0.954391
14876 → 0.246419
14877 → 0.891237
14878 → 0.510290
14879 → 0.749379
14880 → 0.394412
14881 → 0.049965
14882 → 0.494004
14883 → 0.980615
14884 → 0.704598
14885 → 0.781615
14886 → 0.874582
14887 → 0.678956
14888 → 0.422507
14889 → 0.826212
14890 → 0.456093
14891 → 0.535810
14892 → 0.087630
14893 → 0.897095
14894 → 0.506211
14895 → 0.055884
14896 → 0.500353
14897 → 0.059964
14898 → 0.193847
14899 → 0.954023
14900 → 0.183848
14901 → 0.254179
14902 → 0.210441
14903 → 0.774929
14904 → 0.737877
14905 → 0.439070
14906 → 0.641904
14907 → 0.123700
14908 → 0.029046
14909 → 0.937889
14910 → 0.441156
14911 → 0.996473
14912 → 0.400362
14913 → 0.061528
14914 → 0.459774
14915 → 0.161519
14916 → 0.458209
14917 → 0.895592
14918 → 0.250713
14919 → 0.621231
14920 → 0.609300
14921 → 0.580959
14922 → 0.762997
14923 → 0.709536
14924 → 0.621108
14925 → 0.588443
14926 → 0.035273
14927 → 0.996381
14928 → 0.384719
14929 → 0.402264
14930 → 0.384811
14931 → 0.417906
14932 → 0.044076
14933 → 0.492869
14934 → 0.787688
